не́чего,there is nothing,d нечему / inst нечем / pr не о чем / Нечего делать There is nothing to do,,
атмосфе́ра,atmosphere,,,
ло́дка,"boat, rowing boat",g pl лодок,,
назва́ние,name / title (book),,,
пра́вильный,"correct, right",,,
пусто́й,empty,,,
сапо́г,boot / jackboot,g sg сапога / g pl сапог,,
скоре́е,quicker / rather,скорее всего most probably,,
дальне́йший,further,в дальнейшем henceforth,,
журна́л,"magazine, periodical / journal, register",,,
ли́бо,or,"либо ..., либо either..., or",,
телеви́зор,television (set),смотреть телевизор to watch television,,
раке́та,rocket,,,
спосо́бность (f),ability,,,
акаде́мия,academy,,,
впечатле́ние,impression,,,
дре́вний,ancient,,,
име́ться (i),"to be, be available","(3rd pers only) имеется, имеются",,
ожида́ть (i) (+a or +g),to wait (for) / to expect,no p,,
парохо́д,steamer,,,
разоруже́ние,disarmament,,,
след,"footprint / trace, vestige",nom pl следы,,
уда́р,"blow, strike",,,
вне́шний,exterior,внешняя политика foreign policy,,
нож,knife,g sg ножа,,
грудь (f),breast,"pr sg о груди в груди, g pl грудей",,
кра́йний,extreme,,,
моря́к,sailor,g sg моряка,,
наоборо́т,"on the contrary, vice versa, the other way round",,,
передово́й,advanced / progressive,передовая статья leading article,,
при́нцип,principle,,,
та́йна,"secret, mystery",,,
ти́хий,"quiet, calm",,,
устана́вливать/установи́ть (+a),"to set up, establish","p: установлю, установишь",,
электри́ческий,electric,,,
ве́рный,"faithful, correct, reliable, sure",,,
воро́та (nom pl),"gate, gates",g pl ворот,,
дворе́ц,palace,g sg дворца,,
зо́лото,gold,,,
откры́тие,opening / discovery,,,
отсю́да,from here / hence,,,
специали́ст,specialist,,,
длина́,length,длиной в два метра two metres long,,
наблюда́ть (i) (+a),"to observe, watch",за +inst to watch over,,
неме́дленно,"immediately, forthwith",,,
неме́цкий,German (adj),,,
повыше́ние,"rise, increase / promotion",,,
получа́ться/получи́ться,"to turn out, work out, result",p: получится,,
соглаша́ться/согласи́ться,"to agree (c +inst) with, (на +a) to","p: соглашусь, согласишься",,
уча́стие,participation / sympathy,принимать участие в +pr to take part in,,
ве́село,"merrily, cheerfully",Нам было весело We enjoyed ourselves,,
ле́вый,left / left-wing,,,
моско́вский,Moscow (adj),,,
постоя́нный,"constant, permanent",постоянный адрес permanent address,,
прика́з,"command, order",отдать приказ to issue an order,,
рома́н,"novel / love affair, romance",,,
смех,"laughter, laugh",,,
твёрдый,"hard, firm, solid",,,
тон,"tone, musical tone / colour tone, tint","(nom pl тоны, g pl тонов) tone, musical tone / (nom pl тона, g pl тонов) colour tone, tint",,
абсолю́тно,absolutely,,,
дета́ль (f),detail / component (of machine),,,
объём,"volume, capacity, size",,,
интере́сно,interestingly / it is interesting,,,
кни́жка,(small) book,g pl книжек / записная книжка notebook,,
курс,"course, course of study / rate of exchange",,,
по́чва,soil,,,
ни́зкий,low,,,
очеви́дно,obviously,,,
пыль (f),dust,"pr sg о пыли, в пыли",,
све́тлый,"light, bright",светлая комната light room,,
се́рый,grey,серый волк grey wolf,,
ана́лиз,analysis,,,
влия́ние,influence,оказать влияние на +а to influence s.o. or sth,,
молча́ть/по-,to be silent for a while,"p: помолчу, помолчишь",,
руково́дство,"leadership / guide, manual",,,
а́томный,atomic,атомная электростанция atomic power station,,
грани́ца,frontier / limit,за границей abroad,,
защи́та,defence,no pl / в защиту кого-нибудь in defence of s.o.,,
кусо́к,piece,g sg куска / кусок сахара sugar lump,,
молча́ние,silence,Молчание - знак согласия Silence gives consent,,
наве́рное,probably,,,
неожи́данно,unexpectedly,,,
па́ра,"pair, couple",пара сапог a pair of boots,,
плато́к,"shawl, kerchief",g sg платка / носовой платок handkerchief,,
практи́ческий,practical,практический опыт practical experience,,
преде́л,limit,в пределах +g within,,
сте́нка,"wall, partition, side",g pl стенок / стенки трубки sides of a tube,,
существо́,"essence / being, creature",живое существо living creature,,
ти́шина,"quiet, silence",нарушить тишину to break the silence,,
това́р,"commodity, article",товары широкого потребления consumer goods,,
верши́на,"summit, peak",вершина горы mountain peak,,
взрыв,explosion,произвести взрыв to cause an explosion,,
винова́тый,"guilty, to blame",Он не виноват It’s not his fault,,
выраста́ть/вы́расти,"to grow, increase","p вырасту, вырастешь, past вырос, выросла",,
